"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","23581"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""design""] [tag=""N.*""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"addmyad.net","pf Rs.199/-. </s><s> Bring the [...] </s><s> Eurolife offers the best Kitchen Renovations Services in Sydney Australia. </s><s> We provide","custom designed Kitchen","Renovations, install & renovate your dream kitchen for any requirement, [...] </s><s> The Ideas for Selling at Mall Kiosks and"
"environmental-expert.com","the vapor source. </s><s> Regenerative Thermal Oxidizers – Air Clear Regenerative Thermal Oxidizers (RTO) Manufacturer of","Custom Designed Systems",". </s><s> Thermal Regenerative Oxidizers are the most energy efficient and cost effective solutions for the reduction of"
"wikipedia.org","small to medium-sized and reflect the styles that were popular at the time, particularly the American Craftsman. </s><s> Two","architect designed buildings","were works of two architects that are not well known: O.H. Carpenter for the E.T. Davis house on Court Street, and G.L."
"myscience.org","and social inequality inherent in modern housing into stark relief. </s><s> Berkeley''s Julia Morgan collection shows","alumna designed spaces","for women This slideshow requires JavaScript. </s><s> Sifting through the over 1,000 pieces of paper notes and hand-sketched"
"sellingcalgary.pro","very special home has 300 degree views of the prairies, the lake an... </s><s> View Full Comments </s><s> You have to see this fantastic","custom designed lake","get away. </s><s> If you could design the perfect recreational home this is it. </s><s> Located at Little Bow Resort this 1600+ sq. ft."
"eng-tips.com","me prove to them it doesn''t work. </s><s> Having met with suppliers their market is in anti-terrorist protection while the only","purpose designed highway","barriers I know of are for sideways impact not head-on. </s><s> None of these suppliers so far can any satisfactory assurance"
"nanogallery.info","of the most dreaded in the gulag. </s><s> During WWII he and other engineers were sent to prison design camps, where imprisoned","engineers designed rockets","for military use. </s><s> After the war Korolev was released from prison and continued work on long range ballistic missiles. </s>"
"worldheritage.org",", construction of the Duragesic patch had been changed from the gel pouch and membrane design to ""a drug-in-adhesive","matrix designed formulation",""", as described in the prescribing information.[ </s><s> 1] This construction eliminates the possibility of leakage and"
"theplancollection.com","inviting open space of the huge Great Room and its high ceilings (Plan #142-1170). </s><s> 5. </s><s> Open floor plans – When the Chicago","Group designed homes",", they opened up interior spaces, getting rid of the walls that separated the kitchen, dining, and living areas – to"
"kitrae.net","first production run edition (#KR0037A) are now shipping from Kit Rae dealers. </s><s> The first items in a series of Kit","Rae designed jewelry","is now available from Kit Rae dealers. </s><s> The first three items are pendant necklaces with waxed cotton, jute wrapped,"
"diamondriver.ca","Date: April 2009 ISBN: 978-0-9811376-0-5 Rights: North America </s><s> Please note that the cover for The Polski Affair is a","custom designed cover","by Made by Design </s><s> The Polski Affair </s><s> is a fictionalised account of the role played by the Hotel Polski during the Nazi"
"film-and-darkroom-user.org.uk","of the second week. </s><s> Test procedures The HT-2 test An easily conducted test for retained hypo in prints (or film) is the","Kodak designed HT-2","test. </s><s> In this, a drop of a solution of silver nitrate and acetic acid is placed on the print, left for two minutes then"
"bolderimage.com","10 can be accommodated on game drives. </s><s> BolderImage developed the new RBI Solar website as a 24/7 marketing tool. </s><s> With a","custom designed website","and comprehensive search engine optimization rbisolar.com provides the perfect vehicle for reaching a global"
"frfrogspad.com","suitability I would have no qualms about carrying one in combat again, although if I could, I''d like to have a","purpose designed gas","piston version in 6.8SPC or 6.8 x 45 mm. </s><s> I assume that you know how to completely field strip your rifle. </s><s> Since this"
"wikipedia.org","the only transmission available. </s><s> The sport-tuned suspension lowered the Corolla XRS by 12.7 millimetres (0.5 in). </s><s> A","Yamaha designed brace","spans the front strut towers as well as a X-brace for the rear towers. </s><s> The steering column is thicker and the power"
"a-ztours.com","rate at which the toe of the Athabasca Glacier has receded this century. </s><s> For a charge, tours of the glacier are given on","custom designed Brewster","Ice Explorer from the spring and fall. </s><s> Ice-walk tours are also available April 10th until October 20th."
"whichfranchise.com",". </s><s> Adam and Jane will be opening their doors to the public the week commencing 26th September. </s><s> The centre is a 2000 sq. ft","custom designed unit",", with state of the art equipment and specialised work areas for the highest quality results. </s><s> Adam brings with him a wide"
"html5gamedevs.com","as new challenges, friends and foes join the fun! </s><s> Can you conquer them all? </s><s> Easy gameplay, just slide your finger!126","Hand designed levelsDifficulty","increases as player progressesWorks on all major mobile devicesPlay Swamp''s Adventures Right here! </s><s> Play Swamp''s"
"pcappsgames.com","Design inspired wallpapers and Lollipop wallpapers. </s><s> Download any wallpaper on just a single tap. </s><s> Unique features: –","Material Designed App","for you – 2K Resolution wallpapers – Exclusive & Handcrafted Material Design backgrounds – Simple, easy-to-use with"
"bargaintraveleurope.com","property. </s><s> A ten minute walk away is the glorious golf course of Mount Juliet (see Mount Juliet Golf Estate) with its Jack","Nicklaus designed links","and horse riding on the estate trails. </s><s> Perfect for a fishing holiday or a walk to the Goatsbridge Trout Farm for a"
"activerain.com","Welcome to Sienna Court Lofts : A Modern enclave, of nine","custom designed town","homes, developed by R... 07/10/2017 </s><s> Are we about to enter a buyer''s market in Manahawkin? </s><s> Should you sell now? </s><s> Sale of"
"fashionjewelryhotsale.com","×720 as always. </s><s> Custom icons and animation. </s><s> Download Here </s><s> The silver plated sapphire crystal party necklace set is the","fashion designed fashoin","jewelry set suitable for party events. </s><s> The entire piece is made of silver plated alloy metal formed as a beautiful and"
"incarparts.com","lights. </s><s> The tail lights will fit any model from year 1995 to... </s><s> Make your Chevy Blazer stand out with these high quality","custom designed Chrome","finish LED tail lights. </s><s> The tail lights will fit any model from year... </s><s> Thursday evening saw us return to the hotel,"
"kiwirail.co.nz","are critical for the safe and efficient running of trains. </s><s> While the Wellington Metro network has a well maintained and","purpose designed signals","system, the power supply to it in some areas is old and needs replacing to reduce risk of outages. </s><s> This work focuses on"
"culturematters.org.uk",", mass produced designs because the new social order demanded new materials and new forms. </s><s> For example, Popova and","Stepanova designed textiles","printed with the abstracted motifs of modernity: the zigzag of electricity, the whirl of aeroplane propellors, the"
"arvojournals.org","of random noise (Figure 1c). </s><s> Eye movement recording </s><s> Two-dimensional movement of the left eye was recorded using a","custom designed eye-tracker","sampling at 400 fps with precision of 0.1° of visual angle at 60 cm distance from the monitor running on the GazeParser"
"mustangattitude.com","Mahmood comes up with a reply to these queries and suggestions. </s><s> (from page 10 of the 1985 Collection) Close-up of the","Saleen designed wheels",". </s><s> About Arabi </s><s> Located in the famous and busy square - Praça Manuel Teixeira Gomes, in the historical center of Portimão,"
"voodooamps.com","<s> All components and parts are chosen for tone, feel and maximum reliability </s><s> All amp models are properly broken in on a","proprietary designed Burn-In","Rig that is equal to 100 hours of playing, effectively breaking in all internal parts & components. </s><s> The tone is smoother"
