"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","1926"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""stain""] [tag=""N.*""] within < s/>"
"Reference","Left","KWIC","Right"
"alpaca.com.au","the uterus. </s><s> The hooked tip of the penis scrapes the wall of the uterus, hence some matings will produce a small amount of","blood stained discharge",". </s><s> Alpacas are trickle ejaculators, therefore the shortest of matings, could end up in a pregnancy. </s><s> A male alpaca is"
"giantitp.com","action to teleport as dimension door in a random direction out of line of sight by spending 2 points. </s><s> Requires 7th level. </s><s>","Blood Stained Laughter","(Su): While making a preform check the artist can make some audible display, laughter is a favorite, and make a single"
"steamcommunity.com","DDPAT MW (3rd Knife + Donated by a friend) Hunstman Boreal Forest FT (4th Knife + Traded Flip on CSGOEgg for this) M9","Bayonet Stained WW","(5th Knife + Bet previous knife on CSGODouble and won $120 so bought this) M9 Bayonet Case Hardened WW (6th Knife + Bet"
"handcraftedgreetings.com","available through Focus Vision Video Streaming, including: </s><s> VideoMarker software; </s><s> Video download; </s><s> Facilities </s><s> Iris","Fold Stained Glass","Window Wedding Card </s><s> Description </s><s> A bride and groom exchange vows in front of an iris fold stained glass window. </s><s> The bride"
"dotmoon.net","them groan in annoyance. </s><s> ""Why won''t she just quit while she''s ahead?"" </s><s> Kunzite grumbled, cringing as his blood-stained","glove stained Mamoru''s","white armor. </s><s> ""It is not in the way of a villain to ''quit while they''re ahead'',"" Zoisite informed him, coming forward to"
"adult-fanfiction.org","shout. </s><s> Jason came with him, crying out his name. </s><s> ""I love you Asher..."" </s><s> The vampire shook beneath him, kissing Jason with","blood stained lips","."" </s><s> You''re so wonderful, my love."""" </s><s> Merde, Jason..."" </s><s> Asher groaned. </s><s> ""I''ve no need for air, and yet I pant for breath with"
"madisoncourier.com","Broadway Fountain. </s><s> Bring your lawn chair and worship with a mix of live and recorded music. </s><s> Worship with the praise band","Smashing Stained Glass",". *Services are weather permitting. </s><s> For more information, call Trinity United Methodist Church at (812) 265-3059. </s>"
"videotoflashmac.com","into zero level – rearranging it to zero. </s><s> 6) Take-profit as well as for shopping – is 60 points. </s><s> AJJ Cornhole Bear","pinkwood Stained Cornhole","Set with Bags, Red orange Bags, </s><s> Insects > Monarch Butterflies > Monarch Butterflies </s><s> Monarch butterflies go through"
"forreadingaddicts.co.uk","commissions too. </s><s> Jilly Henderson: Jilly Henderson is a Scottish artist who uses pencil, pen and ink and watercolour on","hand stained paper",". </s><s> Her work is very quirky and she likes to study animals, fantasy landscapes and people, often with a literary theme. </s><s> The"
"yearningvoid.net","out of his mind. </s><s> ""Don''t be so sure Harry,"" he joked. </s><s> ""I rather liked the last confession about you and Libby."" </s><s> Faint","colour stained Harry''s","cheeks but he continued. </s><s> ""Okay, umm, it''s just that it always bugged me, the image everyone had of me and Libby. </s><s> Of us"
"clinmedjournals.org","in xylene, mounted with Canada balsam then coverslips were placed and left to dry. </s><s> Assessment of hematoxylin and","Eosin stained HEp-2","cells </s><s> Photomicrography and cytological evaluation </s><s> Ten microscopic fields of each slide were photomicrographed at"
"graphic-design.com","and 6 stencils; dozens of puzzles, mazes, and dot-to-dots; Meet Peter Cottontail – 30 ready-to-color pictures;","4 stained glass","coloring sheets; 2 durable, full-color window decorations; and crayons. </s><s> Full story : Easter Activity Fun Kit Here''s a"
"texasbeyondhistory.net","that these were only the most obvious features and that there were very likely many other more subtle patterns such as","charcoal stained patches",", small burned rock clusters, and concentrations of artifacts and animal bones, that would be recorded and sampled as"
"arvojournals.org","limbus till the anterior chamber was entered. </s><s> The needle was withdrawn. </s><s> A 36 gauge needle atttached to a syringe with","fluorescein stained saline","is threaded through this track and then antero posteriorly through the iris root and zonules into the vitreous cavity."
"lovetoknow.com","glass panels which will capture the light in fascinating ways. </s><s> Since this option can get pricey, you can also look into","faux stained glass","or window film that looks like the real deal. </s><s> Find a large assortment of faux stained glass designs at Artscape and Gila. </s>"
"stained-glass-windows.net","came from a mansion in Scranton Pa. They are the sidelights and transom for around the entrance. </s><s> The item ""3 Matching","Antique Stained Glass","Windows"" is in sale since Saturday, April 15, 2017. </s><s> This item is in the category ""Antiques\Architectural & Garden\"
"stained-glass-windows.net","& Lamps Are ""Like Jewelry For Your Home"". </s><s> These gorgeous Tiffany style window panels are hand-made with 569 pieces of","cut stained glass",", and 30 cabochon jewels. </s><s> Each piece is copper wire wrapped by hand individually, then soldered together. </s><s> The true"
"rosegathering.com","it is just in time for the bees that unobtrusively parade to receive the pollen that she graciously provides on top of","wine stained stamens",". </s><s> The plant is about 3 feet high and like an upright tea, with plum colored new foliage, which darkens to a matte green. </s>"
"hubpages.com","! </s><s> In most countries not even a ''reburial'' like Richard''s could have been organized for a man whose tragedy gave way to the","whole stained est","ablishment of his posterity. </s><s> So this is where my views are developing:it has to do with the way human societies work...a"
"infobarrel.com","brain cells left, squirt some foam in your mouth, and go for the jugular!! </s><s> Sterben Monsatan sterben!! </s><s> Tips on Creating","DIY Stained Glass","Projects for the Beginner </s><s> Creations from Glass </s><s> Stained glass is a wonderful creative hobby for people of all ages. </s>"
"bluesnews.com","to enter the code as is and make a ''best guess'' on the illegible code. </s><s> This resulted in the fan failure referenced... </s><s>","Coffee stained Dunder","Mifflin 20 weight 92 brightness copy paper is obviously a PHYSICAL thing... therefore, still physical. </s><s> BUT ANYWAYS"
"atlanticstainedglass.com","sheets of glass from a variety of manufacturers in a variety of textures and colors, including hard to find colors like","cranberry stained glass","and multicolored streaky glasses. </s><s> All of our products are available through our retail store, as well as catalog and"
"martincrampin.co.uk","Stained Glass in Bangor'' The Art Fund, Storiel, Bangor, November 2016. </s><s> ''David Evans of Shrewsbury and the Revival of","Gothic Stained Glass''","Shrewsbury Museum and Art Gallery, November 2016. </s><s> '' ""The church is extremely handsome"": Art and History at Gresford''"
"bizymoms.com","the reliability of a used car, are you more likely to believe the used car salesman in the plaid suit, or the mechanic in","oil stained overalls","? </s><s> If you are looking for leads to expand your business, begin with a review of the existing customers and determine which"
"freeread.com.au",", the house detective, had his huge hand on the shoulder of a slinking, weedy youth with sallow vacuous face, and","cigarette stained fingers","; in other words, the typical loafer of the Times Square neighborhood. </s><s> Baldwin was behind the pair, eager to see what"
"thewhitebirchinn.net","100"" long photograph of Aspens in the fall. </s><s> Structural features include distressed wood beams and columns, along with","dark stained Alderwood","paneling and handscraped Acacia wood floors. </s><s> Textural surfaces include a wall of poplar bark shingles and cowhide bar"
"rga-artists.org.uk","– Sat 17th February 2018 (closed Sun) </s><s> There will also be artists at work and demonstrations. </s><s> Drop in and help create a","paper Stained Glass","panel, or join in with the Sequel to the Bayeux Tapestry. </s><s> We''ll have ''Colouring-in'' for all ages. </s><s> Lilies for Oscar Wilde"
"wasleys.org.uk","and open carved arches at the top with an inscription in Latin. </s><s> The chancel feels quite dark after the nave with its","C19th stained glass",". </s><s> On the north wall is a large organ with linen fold carving. </s><s> There is a carved altar rail and altar with a dark green cloth. </s>"
"wxyz.com","Friday night. </s><s> Police officers were called out to LeForge and Huron River Road at 9 p.m. after reports of a man in","blood stained clothing","armed with knives making threats. </s><s> Police detained the man and were led to University Green Apartments, where they"
"southernculture.org","month: The Waltz. </s><s> September 2009 </s><s> River Kids 3:45-5pm, August 20, 27, September 3, 10, 17, & 24 Press release </s><s> Four-Day","Beginner Stained Glass","Workshop, September 8, 15, 22, 29 Press release </s><s> Ballroom Dance Classes 5-7 p.m. September 13 & 27. </s><s> This month: Foxtrot. </s>"
"allaboutjazz.com","Brillinger, Joe Locke and Ingrid Jensen, Jackie Allen and Kendra Shank to name a few . He has two CD''s Bill Gerhardt and","Cotangent Stained Glass","and Thrive coming out on the Steeplechase Label this year and two CD''s Cotangent and Tony Moreno and Trio just released"
"nottingham.ac.uk","side, with clustered responds. </s><s> East end has linenfold panelling and matching reredos. </s><s> East and south windows have","C19 stained glass",". </s><s> Arch braced principal rafter roof with single responds. </s><s> North aisle east end has traceried panelling, c.1938, and"
"nepjol.info","babies, 51% and 7% had intrapartum and maternal risk factors, respectively. </s><s> Intrapartum risk factors like","meconium stained liquor",", non-vertex presentation, and fetal heart rate abnormalities accounted for 4 fold risk of asphyxia. </s><s> Of these babies,"
"maxeyhayse.com","to the sofa and facing the fireplace. </s><s> Sincerely, </s><s> We are remodeling a summer Queen Anne cottage at a Pa. lake. </s><s> There is","medium stained wood","in fair condition throughout the house except in the bedrooms, bathrooms and kitchen. </s><s> A new addition on the back of"
"spanderfiles.com","night. </s><s> It was snarking and arguing for the sake of it, ignoring the affectionate rolled eyes from their friends. </s><s> It was","blood stained mugs","in the dishwasher without complaint. </s><s> It was growing out bleach and allowing curls. </s><s> It was matching mouldy towels on the"
"decorativefilm.com","Laundry Service, an agency that specializes in social media, becoming principal and chief executive. </s><s> SOLYX® Static","Cling Stained Glass","Window Films feature colorful traditional stained glass patterns designed to add the perfect amount of privacy to"
"decorativefilm.com","traditional stained glass patterns designed to add the perfect amount of privacy to your windows. </s><s> All of our Static","Cling Stained Glass","films are completely adhesive-free and are fully removable and reusable. </s><s> The impact of conjugal visitation on prison"
